0.980392157	1388.240737	-157.6320526	84.14290083
0.854700855	1163.121624	-140.3695795	82.48794759
0.709219858	853.9071256	-137.6988238	77.58895047
0.581395349	635.3085816	-177.4876387	73.91653267
0.492610837	458.939575	-148.0058257	68.25127608
0.427350427	377.7542326	159.1282946	66.48100873
0.355871886	306.1931685	174.8309734	65.58974019
0.294117647	246.3417276	178.1656358	64.71328588
0.243902439	169.1544204	147.9067094	58.88688835
0.212765957	132.7311685	155.7770573	55.84964154
0.178571429	98.30531435	59.93984213	52.46473865
0.144927536	89.41880784	-6.014575743	55.54231603
0.12345679	52.52404158	76.42577552	46.12183522
0.106382979	45.05212596	91.96130369	46.0157573
0.089285714	33.87089602	-9.075406742	43.55192507
0.072992701	26.65357955	-0.213291499	42.72903227
0.061728395	23.55588838	73.40542732	43.68096792
0.053191489	21.56286564	151.6298344	45.02121023
0.044444444	20.93608935	96.4529811	48.53153667
0.036363636	22.41608596	99.16638401	55.51767123
0.03030303	22.75433979	77.66096843	61.273698
0.025	24.1114026	54.76556389	69.44264195
0.020408163	27.74615071	66.44738182	82.44881397
0.01754386	29.34899089	60.69191008	91.45743492
0.015151515	29.71172006	67.85247649	99.01953151
0.012658228	31.94364464	67.57093905	112.3287124
0.010309278	36.89639393	74.6004958	133.7712639
0.008695652	39.05288376	75.46889839	149.8512868
0.007575758	49.33681805	73.00469017	180.4502699
0.006289308	55.77008705	78.63747815	210.5640501
0.005154639	66.24590046	83.74377934	253.4926497
0.004366812	76.47355825	74.30861919	295.9091486
0.003773585	81.28111287	75.59548652	328.1729339
0.003125	91.29582425	77.73634313	382.1953935
